ts,client,client_ip,query,type,response,rcode,latency_ms
2026-03-12T14:11:23.404Z,RSCH-JUP-04,10.55.72.10,pypi.org,A,151.101.64.223,NOERROR,2
2026-03-12T14:11:52.187Z,SALES-WS19,10.42.7.86,pypi.org,A,151.101.64.223,NOERROR,4
2026-03-12T14:12:00.784Z,OPS-WS12,10.8.12.68,gist.githubusercontent.com,A,185.199.108.133,NOERROR,5
2026-03-12T14:12:26.741Z,OPS-WS05,10.8.12.55,halcyonmeridian.box.com,A,74.112.186.55,NOERROR,10
2026-03-12T14:12:39.357Z,MAC-DEV-12,10.88.44.64,ntp-secondary.corp.halcyonmeridian.com,A,-,SERVFAIL,66
2026-03-12T14:13:04.742Z,RSCH-JUP-04,10.55.72.10,halcyonmeridian.box.com,A,74.112.186.44,NOERROR,7
2026-03-12T14:13:37.193Z,MAC-OPS-02,10.88.44.53,files.pythonhosted.org,A,151.101.1.63,NOERROR,27
2026-03-12T14:14:00.290Z,BLD-RUN-02,10.8.4.19,halcyonmeridian.box.com,A,74.112.186.55,NOERROR,2
2026-03-12T14:14:47.820Z,MAC-DEV-21,10.88.44.97,teams.microsoft.com,A,52.113.194.132,NOERROR,10
2026-03-12T14:14:54.687Z,FIN-WS16,10.24.18.104,raw.githubusercontent.com,A,185.199.109.133,NOERROR,51
2026-03-12T14:15:44.368Z,OPS-WS05,10.8.12.55,files.pythonhosted.org,A,151.101.1.63,NOERROR,2
2026-03-12T14:16:01.484Z,MAC-DEV-19,10.88.44.119,accounts.google.com,A,142.250.72.45,NOERROR,37
2026-03-12T14:16:13.839Z,BLD-RUN-02,10.8.4.19,swcdn.apple.com,A,17.253.144.20,NOERROR,6
2026-03-12T14:16:22.537Z,SALES-WS08,10.42.7.72,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,13
2026-03-12T14:16:27.263Z,FIN-WS22,10.24.18.41,api.github.com,A,140.82.112.5,NOERROR,25
2026-03-12T14:16:40.307Z,BLD-RUN-03,10.8.4.20,github.com,A,140.82.112.4,NOERROR,5
2026-03-12T14:16:42.103Z,RSCH-JUP-04,10.55.72.10,portal.office.com,A,13.107.6.171,NOERROR,3
2026-03-12T14:17:39.796Z,MAC-DEV-21,10.88.44.97,windowsupdate.com,A,13.107.4.50,NOERROR,64
2026-03-12T14:18:07.279Z,FIN-WS31,10.24.18.52,sharepoint.com,A,13.107.137.10,NOERROR,11
2026-03-12T14:18:10.310Z,MAC-DEV-06,10.88.44.75,upload.box.com,A,74.112.186.65,NOERROR,8
2026-03-12T14:18:15.896Z,SEC-JUMP-01,10.3.8.12,cdn.slack.com,A,18.160.10.83,NOERROR,14
2026-03-12T14:18:54.623Z,HR-WS17,10.31.9.76,splunk.halcyonmeridian.com,A,10.3.8.20,NOERROR,7
2026-03-12T14:19:54.936Z,FIN-WS16,10.24.18.104,sts.us-west-2.amazonaws.com,A,52.94.177.11,NOERROR,3
2026-03-12T14:20:15.379Z,FIN-WS16,10.24.18.104,portal.office.com,A,13.107.6.171,NOERROR,9
2026-03-12T14:21:10.092Z,MAC-DEV-17,10.88.44.17,api.github.com,A,140.82.113.5,NOERROR,26
2026-03-12T14:22:11.483Z,MAC-DEV-09,10.88.44.42,objects.githubusercontent.com,A,185.199.109.133,NOERROR,9
2026-03-12T14:22:23.797Z,MAC-DESIGN-03,10.88.44.86,portal.office.com,A,13.107.6.171,NOERROR,6
2026-03-12T14:22:53.346Z,MAC-DEV-06,10.88.44.75,api.github.com,A,140.82.113.5,NOERROR,9
2026-03-12T14:23:22.723Z,BLD-RUN-02,10.8.4.19,raw.githubusercontent.com,A,185.199.109.133,NOERROR,15
2026-03-12T14:23:30.142Z,MAC-DEV-14,10.88.44.108,gist.githubusercontent.com,A,185.199.109.133,NOERROR,8
2026-03-12T14:23:43.567Z,FIN-WS29,10.24.18.92,objects.githubusercontent.com,A,185.199.108.133,NOERROR,7
2026-03-12T14:23:58.381Z,FIN-WS31,10.24.18.52,atlassian.net,A,104.192.143.18,NOERROR,2
2026-03-12T14:24:07.884Z,BLD-RUN-03,10.8.4.20,windowsupdate.com,A,13.107.5.50,NOERROR,5
2026-03-12T14:25:28.493Z,FIN-WS27,10.24.18.61,gist.githubusercontent.com,A,185.199.109.133,NOERROR,9
2026-03-12T14:25:47.963Z,MAC-DESIGN-03,10.88.44.86,api.zoom.us,A,170.114.10.11,NOERROR,3
2026-03-12T14:26:07.471Z,BLD-RUN-02,10.8.4.19,registry.npmjs.org,A,104.16.25.34,NOERROR,24
2026-03-12T14:26:56.022Z,FIN-WS33,10.24.18.84,rubygems.org,A,151.101.1.227,NOERROR,14
2026-03-12T14:28:29.128Z,HR-WS17,10.31.9.76,accounts.google.com,A,142.250.72.45,NOERROR,21
2026-03-12T14:28:47.236Z,OPS-WS05,10.8.12.55,slack.com,A,34.120.177.193,NOERROR,5
2026-03-12T14:29:21.889Z,MAC-DEV-21,10.88.44.97,gist.githubusercontent.com,A,185.199.108.133,NOERROR,9
2026-03-12T14:29:22.038Z,RSCH-JUP-04,10.55.72.10,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,32
2026-03-12T14:30:25.370Z,OPS-WS12,10.8.12.68,outlook.office.com,A,40.97.153.18,NOERROR,16
2026-03-12T14:30:48.126Z,FIN-WS22,10.24.18.41,ocsp.digicert.com,A,93.184.220.30,NOERROR,14
2026-03-12T14:31:00.951Z,FIN-WS18,10.24.18.73,s3.us-west-2.amazonaws.com,A,52.92.129.33,NOERROR,17
2026-03-12T14:31:46.036Z,MAC-DEV-09,10.88.44.42,vpn-canary.corp.halcyonmeridian.com,A,-,NXDOMAIN,56
2026-03-12T14:34:52.856Z,RSCH-JUP-04,10.55.72.10,atlassian.net,A,104.192.142.18,NOERROR,7
2026-03-12T14:36:18.529Z,MAC-DEV-19,10.88.44.119,windowsupdate.com,A,13.107.5.50,NOERROR,12
2026-03-12T14:36:29.918Z,MAC-DEV-06,10.88.44.75,splunk.halcyonmeridian.com,A,10.3.8.20,NOERROR,2
2026-03-12T14:37:06.627Z,FIN-WS18,10.24.18.73,drive.google.com,A,142.250.72.46,NOERROR,4
2026-03-12T14:37:10.076Z,FIN-WS24,10.24.18.116,docs.google.com,A,142.250.72.78,NOERROR,4
2026-03-12T14:37:46.225Z,FIN-WS24,10.24.18.116,eks.us-west-2.amazonaws.com,A,52.94.180.22,NOERROR,18
2026-03-12T14:37:46.445Z,MAC-DEV-04,10.88.44.31,outlook.office.com,A,40.97.153.18,NOERROR,52
2026-03-12T14:37:55.469Z,RSCH-JUP-04,10.55.72.10,docs.aws.amazon.com,A,18.160.18.74,NOERROR,6
2026-03-12T14:38:04.810Z,MAC-DEV-21,10.88.44.97,registry-1.docker.io,A,34.194.164.123,NOERROR,22
2026-03-12T14:38:19.725Z,MAC-DEV-19,10.88.44.119,sts.us-west-2.amazonaws.com,A,52.94.177.11,NOERROR,3
2026-03-12T14:39:33.895Z,MAC-DEV-14,10.88.44.108,gitlab.halcyonmeridian.com,A,10.8.4.30,NOERROR,13
2026-03-12T14:39:45.606Z,MAC-DESIGN-03,10.88.44.86,apple.com,A,17.253.144.10,NOERROR,10
2026-03-12T14:40:51.244Z,FIN-WS18,10.24.18.73,objects.githubusercontent.com,A,185.199.108.133,NOERROR,13
2026-03-12T14:41:00.116Z,RSCH-JUP-03,10.55.72.9,github.com,A,140.82.113.4,NOERROR,13
2026-03-12T14:41:17.420Z,FIN-WS24,10.24.18.116,swcdn.apple.com,A,17.253.144.20,NOERROR,3
2026-03-12T14:41:27.367Z,MAC-DEV-14,10.88.44.108,registry-1.docker.io,A,34.194.164.123,NOERROR,11
2026-03-12T14:41:29.513Z,FIN-WS16,10.24.18.104,s3.us-west-2.amazonaws.com,A,52.92.129.33,NOERROR,8
2026-03-12T14:41:40.173Z,FIN-WS29,10.24.18.92,ocsp.digicert.com,A,93.184.220.30,NOERROR,19
2026-03-12T14:41:53.883Z,SALES-WS08,10.42.7.72,eks.us-west-2.amazonaws.com,A,52.94.181.22,NOERROR,32
2026-03-12T14:41:59.487Z,RSCH-JUP-04,10.55.72.10,login.microsoftonline.com,A,20.190.128.26,NOERROR,5
2026-03-12T14:42:07.976Z,MAC-DEV-12,10.88.44.64,portal.office.com,A,13.107.6.171,NOERROR,13
2026-03-12T14:42:44.441Z,MAC-DEV-21,10.88.44.97,pypi.org,A,151.101.0.223,NOERROR,25
2026-03-12T14:42:48.455Z,MAC-DEV-12,10.88.44.64,windowsupdate.com,A,13.107.4.50,NOERROR,4
2026-03-12T14:44:23.458Z,FIN-WS33,10.24.18.84,files.pythonhosted.org,A,151.101.1.63,NOERROR,2
2026-03-12T14:44:34.476Z,MAC-DEV-04,10.88.44.31,teams.microsoft.com,A,52.113.194.133,NOERROR,16
2026-03-12T14:45:35.274Z,FIN-WS33,10.24.18.84,ocsp.digicert.com,A,93.184.220.30,NOERROR,2
2026-03-12T14:45:38.618Z,MAC-DEV-19,10.88.44.119,halcyonmeridian.box.com,A,74.112.186.44,NOERROR,13
2026-03-12T14:45:47.218Z,MAC-DESIGN-03,10.88.44.86,ssm.us-west-2.amazonaws.com,A,52.94.184.30,NOERROR,3
2026-03-12T14:46:15.388Z,MAC-DEV-04,10.88.44.31,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,66
2026-03-12T14:46:15.891Z,MAC-DESIGN-03,10.88.44.86,docs.aws.amazon.com,A,18.160.18.74,NOERROR,3
2026-03-12T14:46:52.402Z,OPS-WS05,10.8.12.55,eks.us-west-2.amazonaws.com,A,52.94.180.22,NOERROR,25
2026-03-12T14:46:55.731Z,FIN-WS24,10.24.18.116,docs.aws.amazon.com,A,18.160.18.74,NOERROR,18
2026-03-12T14:47:21.928Z,RSCH-JUP-03,10.55.72.9,graph.microsoft.com,A,20.190.128.12,NOERROR,4
2026-03-12T14:47:42.541Z,HR-WS09,10.31.9.44,eks.us-west-2.amazonaws.com,A,52.94.181.22,NOERROR,14
2026-03-12T14:47:48.493Z,MAC-DEV-19,10.88.44.119,halcyonmeridian.box.com,A,74.112.186.55,NOERROR,22
2026-03-12T14:48:22.862Z,FIN-WS31,10.24.18.52,windowsupdate.com,A,13.107.4.50,NOERROR,14
2026-03-12T14:49:03.498Z,HR-WS11,10.31.9.58,raw.githubusercontent.com,A,185.199.109.133,NOERROR,15
2026-03-12T14:49:08.709Z,MAC-DEV-14,10.88.44.108,crl.microsoft.com,A,23.53.35.18,NOERROR,5
2026-03-12T14:49:13.936Z,BLD-RUN-03,10.8.4.20,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,34
2026-03-12T14:49:27.924Z,MAC-OPS-02,10.88.44.53,crl.microsoft.com,A,23.53.35.18,NOERROR,5
2026-03-12T14:49:59.257Z,MAC-DEV-17,10.88.44.17,raw.githubusercontent.com,A,185.199.108.133,NOERROR,34
2026-03-12T14:50:11.937Z,SALES-WS08,10.42.7.72,gitlab.halcyonmeridian.com,A,10.8.4.30,NOERROR,20
2026-03-12T14:50:19.830Z,FIN-WS22,10.24.18.41,splunk.halcyonmeridian.com,A,10.3.8.20,NOERROR,2
2026-03-12T14:50:53.728Z,RSCH-JUP-04,10.55.72.10,brew.sh,A,185.199.109.153,NOERROR,4
2026-03-12T14:51:02.754Z,MAC-DEV-14,10.88.44.108,ssm.us-west-2.amazonaws.com,A,52.94.184.30,NOERROR,7
2026-03-12T14:51:08.688Z,SALES-WS22,10.42.7.97,portal.office.com,A,13.107.9.171,NOERROR,12
2026-03-12T14:52:06.586Z,HR-WS17,10.31.9.76,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,20
2026-03-12T14:52:16.654Z,SALES-WS08,10.42.7.72,zoom.us,A,170.114.52.3,NOERROR,9
2026-03-12T14:52:35.877Z,FIN-WS22,10.24.18.41,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,15
2026-03-12T14:53:25.944Z,SEC-JUMP-01,10.3.8.12,printer-north.corp.halcyonmeridian.com,A,-,SERVFAIL,49
2026-03-12T14:53:52.755Z,MAC-DEV-09,10.88.44.42,accounts.google.com,A,142.250.72.13,NOERROR,9
2026-03-12T14:54:04.347Z,SEC-JUMP-01,10.3.8.12,halcyonmeridian.box.com,A,74.112.186.55,NOERROR,9
2026-03-12T14:54:20.628Z,MAC-DEV-19,10.88.44.119,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,4
2026-03-12T14:54:31.154Z,FIN-WS31,10.24.18.52,files.pythonhosted.org,A,151.101.65.63,NOERROR,4
2026-03-12T14:54:37.491Z,OPS-WS12,10.8.12.68,halcyonmeridian.box.com,A,74.112.186.44,NOERROR,5
2026-03-12T14:55:18.410Z,MAC-OPS-02,10.88.44.53,graph.microsoft.com,A,20.190.128.11,NOERROR,4
2026-03-12T14:57:03.964Z,HR-WS11,10.31.9.58,graph.microsoft.com,A,20.190.128.11,NOERROR,5
2026-03-12T14:57:08.526Z,FIN-WS27,10.24.18.61,raw.githubusercontent.com,A,185.199.108.133,NOERROR,21
2026-03-12T14:57:22.388Z,SALES-WS19,10.42.7.86,sharepoint.com,A,13.107.137.10,NOERROR,7
2026-03-12T14:57:57.509Z,FIN-WS18,10.24.18.73,docs.google.com,A,142.250.72.110,NOERROR,24
2026-03-12T14:58:52.649Z,MAC-OPS-02,10.88.44.53,eks.us-west-2.amazonaws.com,A,52.94.181.22,NOERROR,5
2026-03-12T15:00:18.616Z,SALES-WS08,10.42.7.72,zoom.us,A,170.114.52.3,NOERROR,3
2026-03-12T15:01:26.112Z,BLD-RUN-03,10.8.4.20,files.pythonhosted.org,A,151.101.65.63,NOERROR,2
2026-03-12T15:03:26.115Z,MAC-DEV-12,10.88.44.64,s3.us-west-2.amazonaws.com,A,52.92.128.17,NOERROR,4
2026-03-12T15:04:32.951Z,OPS-WS05,10.8.12.55,docs.aws.amazon.com,A,18.160.18.12,NOERROR,2
2026-03-12T15:04:52.704Z,HR-WS09,10.31.9.44,api.github.com,A,140.82.112.5,NOERROR,3
2026-03-12T15:05:12.066Z,FIN-WS33,10.24.18.84,github.com,A,140.82.113.4,NOERROR,39
2026-03-12T15:06:39.146Z,MAC-OPS-02,10.88.44.53,gitlab.halcyonmeridian.com,A,10.8.4.30,NOERROR,11
2026-03-12T15:07:23.124Z,BLD-RUN-02,10.8.4.19,console.aws.amazon.com,A,54.239.28.86,NOERROR,3
2026-03-12T15:07:39.378Z,MAC-DEV-06,10.88.44.75,portal.office.com,A,13.107.6.171,NOERROR,3
2026-03-12T15:07:42.127Z,HR-WS17,10.31.9.76,api.box.com,A,74.112.186.144,NOERROR,4
2026-03-12T15:08:08.269Z,MAC-DEV-04,10.88.44.31,docs.google.com,A,142.250.72.78,NOERROR,7
2026-03-12T15:08:27.819Z,OPS-WS12,10.8.12.68,gist.githubusercontent.com,A,185.199.109.133,NOERROR,16
2026-03-12T15:08:34.640Z,MAC-DEV-21,10.88.44.97,sharepoint.com,A,13.107.137.10,NOERROR,8
2026-03-12T15:08:50.729Z,OPS-WS05,10.8.12.55,license-tableau.corp.halcyonmeridian.com,A,-,SERVFAIL,22
2026-03-12T15:08:58.389Z,FIN-WS31,10.24.18.52,halcyonmeridian.box.com,A,74.112.186.44,NOERROR,4
2026-03-12T15:09:37.016Z,FIN-WS18,10.24.18.73,apple.com,A,17.253.144.10,NOERROR,6
2026-03-12T15:10:08.470Z,BLD-RUN-03,10.8.4.20,registry-1.docker.io,A,44.208.254.194,NOERROR,10
2026-03-12T15:10:13.298Z,FIN-WS16,10.24.18.104,windowsupdate.com,A,13.107.5.50,NOERROR,5
2026-03-12T15:10:30.735Z,FIN-WS18,10.24.18.73,github.com,A,140.82.112.4,NOERROR,4
2026-03-12T15:10:32.240Z,SALES-WS14,10.42.7.61,halcyonmeridian.box.com,A,74.112.186.44,NOERROR,4
2026-03-12T15:10:50.065Z,MAC-DEV-17,10.88.44.17,swcdn.apple.com,A,17.253.144.21,NOERROR,17
2026-03-12T15:11:45.634Z,BLD-RUN-02,10.8.4.19,apple.com,A,17.253.144.10,NOERROR,19
2026-03-12T15:12:06.436Z,MAC-DEV-17,10.88.44.17,drive.google.com,A,142.250.72.14,NOERROR,3
2026-03-12T15:12:30.818Z,FIN-WS16,10.24.18.104,portal.office.com,A,13.107.9.171,NOERROR,3
2026-03-12T15:14:12.551Z,MAC-DEV-06,10.88.44.75,docs.google.com,A,142.250.72.78,NOERROR,2
2026-03-12T15:14:17.732Z,MAC-OPS-02,10.88.44.53,ssm.us-west-2.amazonaws.com,A,52.94.184.30,NOERROR,7
2026-03-12T15:14:23.806Z,FIN-WS18,10.24.18.73,accounts.google.com,A,142.250.72.45,NOERROR,2
2026-03-12T15:16:36.827Z,MAC-OPS-02,10.88.44.53,slack.com,A,34.120.177.193,NOERROR,8
2026-03-12T15:16:43.654Z,MAC-DEV-09,10.88.44.42,files.pythonhosted.org,A,151.101.1.63,NOERROR,6
2026-03-12T15:16:49.647Z,MAC-DEV-09,10.88.44.42,crl.microsoft.com,A,23.53.35.18,NOERROR,19
2026-03-12T15:16:53.978Z,RSCH-JUP-03,10.55.72.9,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,15
2026-03-12T15:16:55.075Z,FIN-WS24,10.24.18.116,wpad.finance.halcyonmeridian.com,A,-,SERVFAIL,90
2026-03-12T15:18:31.671Z,HR-WS09,10.31.9.44,ssm.us-west-2.amazonaws.com,A,52.94.185.30,NOERROR,3
2026-03-12T15:18:36.674Z,FIN-WS27,10.24.18.61,api.statuspage.io,A,104.192.142.25,NOERROR,39
2026-03-12T15:18:51.455Z,RSCH-JUP-04,10.55.72.10,sharepoint.com,A,13.107.136.10,NOERROR,7
2026-03-12T15:19:16.594Z,MAC-DEV-04,10.88.44.31,sts.us-west-2.amazonaws.com,A,52.94.177.11,NOERROR,27
2026-03-12T15:19:18.168Z,MAC-DESIGN-03,10.88.44.86,fs-internal-02.halcyonmeridian.com,A,10.24.2.18,NOERROR,3
2026-03-12T15:19:20.222Z,FIN-WS33,10.24.18.84,gist.githubusercontent.com,A,185.199.108.133,NOERROR,24
2026-03-12T15:19:52.630Z,OPS-WS05,10.8.12.55,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,49
2026-03-12T15:20:14.704Z,MAC-DEV-17,10.88.44.17,docs.aws.amazon.com,A,18.160.18.74,NOERROR,7
2026-03-12T15:20:15.486Z,BLD-RUN-03,10.8.4.20,docs.aws.amazon.com,A,18.160.18.12,NOERROR,11
2026-03-12T15:21:54.030Z,OPS-WS12,10.8.12.68,registry-1.docker.io,A,44.208.254.194,NOERROR,11
2026-03-12T15:22:49.836Z,OPS-WS12,10.8.12.68,drive.google.com,A,142.250.72.46,NOERROR,19
2026-03-12T15:23:08.872Z,FIN-WS22,10.24.18.41,github.com,A,140.82.113.4,NOERROR,15
2026-03-12T15:23:33.832Z,SALES-WS14,10.42.7.61,registry-1.docker.io,A,34.194.164.123,NOERROR,3
2026-03-12T15:24:33.037Z,BLD-RUN-03,10.8.4.20,s3.us-west-2.amazonaws.com,A,52.92.129.33,NOERROR,2
2026-03-12T15:24:41.717Z,SALES-WS14,10.42.7.61,atlassian.net,A,104.192.142.18,NOERROR,30
2026-03-12T15:24:43.301Z,FIN-WS24,10.24.18.116,gist.githubusercontent.com,A,185.199.109.133,NOERROR,12
2026-03-12T15:26:47.643Z,FIN-WS31,10.24.18.52,docker.io,A,34.194.164.123,NOERROR,4
2026-03-12T15:27:03.665Z,HR-WS11,10.31.9.58,docs.aws.amazon.com,A,18.160.18.12,NOERROR,8
2026-03-12T15:27:23.950Z,MAC-DESIGN-03,10.88.44.86,windowsupdate.com,A,13.107.4.50,NOERROR,43
2026-03-12T15:27:35.602Z,FIN-WS31,10.24.18.52,api.github.com,A,140.82.113.5,NOERROR,5
2026-03-12T15:27:43.565Z,MAC-DEV-17,10.88.44.17,docs.google.com,A,142.250.72.110,NOERROR,5
2026-03-12T15:29:08.600Z,HR-WS17,10.31.9.76,license-tableau.corp.halcyonmeridian.com,A,-,NXDOMAIN,18
2026-03-12T15:30:24.580Z,BLD-RUN-02,10.8.4.19,cdn.slack.com,A,18.160.10.14,NOERROR,2
2026-03-12T15:30:47.887Z,SALES-WS22,10.42.7.97,console.aws.amazon.com,A,54.239.28.85,NOERROR,9
2026-03-12T15:31:26.823Z,FIN-WS24,10.24.18.116,slack.com,A,34.120.177.193,NOERROR,9
2026-03-12T15:33:41.361Z,SEC-JUMP-01,10.3.8.12,swcdn.apple.com,A,17.253.144.20,NOERROR,19
2026-03-12T15:34:36.842Z,BLD-RUN-02,10.8.4.19,gitlab-dr.corp.halcyonmeridian.com,A,-,NXDOMAIN,114
2026-03-12T15:35:26.560Z,OPS-WS05,10.8.12.55,gitlab.halcyonmeridian.com,A,10.8.4.30,NOERROR,4
2026-03-12T15:35:55.038Z,SALES-WS14,10.42.7.61,drive.google.com,A,142.250.72.14,NOERROR,4
2026-03-12T15:36:43.980Z,RSCH-JUP-03,10.55.72.9,sharepoint.com,A,13.107.137.10,NOERROR,42
2026-03-12T15:36:45.760Z,SALES-WS14,10.42.7.61,upload.box.com,A,74.112.186.55,NOERROR,24
2026-03-12T15:37:21.496Z,HR-WS11,10.31.9.58,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,9
2026-03-12T15:37:25.637Z,OPS-WS12,10.8.12.68,registry-1.docker.io,A,34.194.164.123,NOERROR,2
2026-03-12T15:37:53.205Z,BLD-RUN-03,10.8.4.20,docker.io,A,44.208.254.194,NOERROR,3
2026-03-12T15:38:54.819Z,FIN-WS24,10.24.18.116,slack.com,A,34.120.177.193,NOERROR,13
2026-03-12T15:40:57.987Z,SALES-WS08,10.42.7.72,splunk.halcyonmeridian.com,A,10.3.8.20,NOERROR,10
2026-03-12T15:42:06.069Z,MAC-DEV-14,10.88.44.108,ocsp.digicert.com,A,93.184.220.30,NOERROR,21
2026-03-12T15:42:27.943Z,SALES-WS22,10.42.7.97,pypi.org,A,151.101.0.223,NOERROR,5
2026-03-12T15:42:44.012Z,MAC-DEV-06,10.88.44.75,crl.microsoft.com,A,23.53.35.18,NOERROR,34
2026-03-12T15:43:08.023Z,FIN-WS33,10.24.18.84,docs.google.com,A,142.250.72.110,NOERROR,15
2026-03-12T15:43:24.265Z,OPS-WS05,10.8.12.55,api.github.com,A,140.82.112.5,NOERROR,9
2026-03-12T15:44:02.717Z,MAC-DEV-21,10.88.44.97,teams.microsoft.com,A,52.113.194.132,NOERROR,8
2026-03-12T15:44:30.241Z,FIN-WS22,10.24.18.41,graph.microsoft.com,A,20.190.128.11,NOERROR,8
2026-03-12T15:45:24.990Z,MAC-DEV-04,10.88.44.31,gist.githubusercontent.com,A,185.199.109.133,NOERROR,3
2026-03-12T15:45:25.990Z,MAC-DESIGN-03,10.88.44.86,docker.io,A,34.194.164.123,NOERROR,3
2026-03-12T15:45:29.518Z,MAC-DEV-09,10.88.44.42,apple.com,A,17.253.144.10,NOERROR,10
2026-03-12T15:46:54.810Z,BLD-RUN-03,10.8.4.20,accounts.google.com,A,142.250.72.45,NOERROR,4
2026-03-12T15:47:06.540Z,OPS-WS12,10.8.12.68,login.microsoftonline.com,A,20.190.128.25,NOERROR,5
2026-03-12T15:47:38.082Z,SALES-WS08,10.42.7.72,login.microsoftonline.com,A,20.190.128.25,NOERROR,17
2026-03-12T15:47:50.433Z,OPS-WS05,10.8.12.55,atlassian.net,A,104.192.143.18,NOERROR,4
2026-03-12T15:48:33.556Z,RSCH-JUP-03,10.55.72.9,splunk.halcyonmeridian.com,A,10.3.8.20,NOERROR,5
2026-03-12T15:48:44.552Z,FIN-WS29,10.24.18.92,docker.io,A,44.208.254.194,NOERROR,13
2026-03-12T15:49:22.659Z,MAC-DEV-19,10.88.44.119,windowsupdate.com,A,13.107.4.50,NOERROR,5
2026-03-12T15:49:58.536Z,SALES-WS22,10.42.7.97,atlassian.net,A,104.192.143.18,NOERROR,3
2026-03-12T15:50:02.236Z,FIN-WS16,10.24.18.104,outlook.office.com,A,40.97.153.34,NOERROR,5
2026-03-12T15:50:49.126Z,FIN-WS18,10.24.18.73,apple.com,A,17.253.144.11,NOERROR,28
2026-03-12T15:52:17.667Z,SALES-WS22,10.42.7.97,files.pythonhosted.org,A,151.101.65.63,NOERROR,5
2026-03-12T15:52:50.446Z,FIN-WS22,10.24.18.41,cdn.slack.com,A,18.160.10.14,NOERROR,16
2026-03-12T15:52:57.609Z,MAC-DESIGN-03,10.88.44.86,outlook.office.com,A,40.97.153.18,NOERROR,9
2026-03-12T15:53:14.517Z,BLD-RUN-02,10.8.4.19,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,5
2026-03-12T15:53:17.986Z,FIN-WS16,10.24.18.104,eks.us-west-2.amazonaws.com,A,52.94.180.22,NOERROR,2
2026-03-12T15:54:30.493Z,HR-WS09,10.31.9.44,api.statuspage.io,A,104.192.142.25,NOERROR,4
2026-03-12T15:54:32.922Z,MAC-DEV-04,10.88.44.31,crl.microsoft.com,A,23.53.35.18,NOERROR,4
2026-03-12T15:54:57.866Z,HR-WS11,10.31.9.58,registry.npmjs.org,A,104.16.24.34,NOERROR,16
2026-03-12T15:55:06.626Z,HR-WS09,10.31.9.44,atlassian.net,A,104.192.143.18,NOERROR,11
2026-03-12T15:55:10.085Z,FIN-WS24,10.24.18.116,upload.box.com,A,74.112.186.65,NOERROR,4
2026-03-12T15:55:10.278Z,MAC-DEV-21,10.88.44.97,outlook.office.com,A,40.97.153.18,NOERROR,6
2026-03-12T15:55:15.203Z,MAC-DEV-17,10.88.44.17,accounts.google.com,A,142.250.72.45,NOERROR,8
2026-03-12T15:55:30.769Z,FIN-WS33,10.24.18.84,pypi.org,A,151.101.0.223,NOERROR,8
2026-03-12T15:55:38.976Z,MAC-DEV-04,10.88.44.31,wiki.halcyonmeridian.com,A,10.8.12.30,NOERROR,31
2026-03-12T15:58:19.265Z,MAC-DEV-14,10.88.44.108,sts.us-west-2.amazonaws.com,A,52.94.176.11,NOERROR,3
2026-03-12T16:00:41.453Z,FIN-WS24,10.24.18.116,eks.us-west-2.amazonaws.com,A,52.94.181.22,NOERROR,14
2026-03-12T16:00:50.169Z,FIN-WS18,10.24.18.73,objects.githubusercontent.com,A,185.199.108.133,NOERROR,41
2026-03-12T16:01:01.648Z,MAC-DEV-17,10.88.44.17,graph.microsoft.com,A,20.190.128.11,NOERROR,2
2026-03-12T16:01:52.634Z,MAC-DEV-12,10.88.44.64,drive.google.com,A,142.250.72.46,NOERROR,11
2026-03-12T16:02:16.482Z,BLD-RUN-03,10.8.4.20,raw.githubusercontent.com,A,185.199.109.133,NOERROR,3
2026-03-12T16:05:28.179Z,SALES-WS19,10.42.7.86,apple.com,A,17.253.144.10,NOERROR,21
2026-03-12T16:05:32.457Z,MAC-OPS-02,10.88.44.53,zoom.us,A,170.114.52.3,NOERROR,10
2026-03-12T16:05:48.820Z,SALES-WS08,10.42.7.72,github.com,A,140.82.113.4,NOERROR,28
2026-03-12T16:07:23.377Z,HR-WS11,10.31.9.58,windowsupdate.com,A,13.107.5.50,NOERROR,11
2026-03-12T16:09:18.911Z,SALES-WS19,10.42.7.86,raw.githubusercontent.com,A,185.199.109.133,NOERROR,17
2026-03-12T16:09:58.264Z,FIN-WS33,10.24.18.84,api.statuspage.io,A,104.192.143.25,NOERROR,37
2026-03-12T16:11:33.475Z,MAC-DEV-21,10.88.44.97,zoom.us,A,170.114.52.2,NOERROR,15
2026-03-12T16:12:06.597Z,FIN-WS33,10.24.18.84,slack.com,A,34.120.177.193,NOERROR,6
2026-03-12T16:12:07.707Z,RSCH-JUP-04,10.55.72.10,objects.githubusercontent.com,A,185.199.109.133,NOERROR,17
